text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
"Ke amekae nènye be nàgblɔ na nunɔla la be eƒe aɖuwo biã? Ne èfe kplii hã la, atsɔ wò ade gaxɔ me.","but who are you to tell the priest that his teeth are red? If you play with him too, he will put you in prison.","Who is it that will tell the chief that his food is bad? Even if it is completely spoiled, they will still serve it to him in the palace.",run_1,0.225341796875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,22.5341796875,,
"Nusi wogblɔna zi geɖe enye be, ne nyɔnua wɔe nenema la, ana vidzĩ si le dɔ me madze tugbe alo dze de ka o.","What they normally say is that, if the woman does that, it will make the unborn baby not to look beautiful or handsome.","The law states many times that, if a woman does so, it will cause the child in the womb to not be born healthy or to fall into trouble.",run_1,0.69580078125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,69.580078125,,
Woakpɔ mɔnu siwo katã wozãna tsɔ wɔa dɔ nyuie la dze sii.,All techniques used in improving production will be seen.,You have seen all the things that are used to do good work here.,run_1,0.3359375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,33.59375,,
"Le afisia hã la, mɔzɔla siwo tso Accra yi Tamale axe GH 240.00. Mina míalé ŋku ɖe asi yeye siwo VIP JEOUN ɖe gbeƒãe fifia ŋu","Again, travelers from Accra to Tamale will pay GH?240.00. Lets look at the new prices VIP JEOUN has now announced","As for the buses, the fare from Accra to Tamale is GH 240.00. Let us also look at the new prices that VIP JEOUN announced earlier today",run_1,0.76611328125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,76.611328125,,
"Àɖo ŋku edzi be míekpɔe le sinima aɖewo abe ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter""  kple sinima bubuwo me.","You will recall that we saw her in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.","We have seen it portrayed in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and in other movies as well.",run_1,0.38720703125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,38.720703125,,
Wode asi nubabla aɖe te ɖe nutome gãwo ƒe dɔwɔwɔ ŋu,An agreement was signed for regional development .,My finger got stuck in one of the big machines,run_1,0.002817153930664,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,0.28171539306640003,,
"Zi geɖe la, hamemegãwo ɖea nunya si le ""ƒoƒo atraɖii, gbãa ati"" me fiana.","The elders often express the wisdom of ""continuous hitting, breaks the wood.""","Many times, scientists apply knowledge found in ""hit the iron while it's hot, strike the tree first"" nowadays.",run_1,0.343994140625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,34.3994140625,,
Menye ɖeviwo katãe nèdina ne ètsi o.,Not everything you want as a child you get when you grow old.,No one should beat all the children when they cry.,run_1,0.190185546875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,19.0185546875,,
Ame sia ate ŋu ata avɔ sia atsɔ aɖo dzesiwo ɖe amesiwo nɔa te ɖe eŋu la ŋu.,This person can wear this cloth to send signals to those who depend on him.,The one who ate this thing took these matters and placed them on those who depend on him.,run_1,0.384033203125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,38.4033203125,,
Ele be ŋutsuwo nate ŋu awɔ dɔ sesĩe ale be woakpe ɖe yewoƒe ƒomea ŋu.,Men must work hard in order to support their families.,He told the men to do good work so that they would be promoted in their organization.,run_1,0.479736328125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,47.9736328125,,
Edze egɔme va se ɖe esime wònɔ tɔdziʋu aɖeke me o va se ɖe esime wònɔ tɔdziʋua me.,She started without a having designate orphanage house until she owned one.,"It did not come to pass while he was in any trouble, it came to pass while he was in trouble.",run_1,0.10687255859375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,10.687255859375,,
Ele be woadze agbagba ɖesiaɖe awɔ wɔna kple nuƒo vovovowo le teƒe siwo le se nu alo le dziɖuɖua ƒe xɔwo me;,They must make every effort to hold various events and lectures in lawful places or buildings of the government;,They also establish various traditional practices and customs in places that are under customary law or within the rooms of the upper floor;,run_1,0.490234375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,49.0234375,,
"Le esi teƒe be woazã aŋgbawo le mɔ xoxoa nu atsɔ axlɔ̃ nu amewo tso mɔ̃ siwo me afɔku le la ŋu la, fifia wotea avɔ dzĩwo ɖe mɔ̃ vɔ̃ɖiawo ŋu.","Instead of the old method of using leaves to alert people about the deadly traps that have been set, strips of red cloth are now knotted around the harmful traps.","Instead of using old methods to warn people about potholes on the road, today they are focusing efforts on the actual pothole repairers.",run_1,0.257568359375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,25.7568359375,,
Eŋutinunyalawo kple dɔwɔƒegã siwo ate ŋu akpɔ nutoa me dziɖuɖu ƒe dɔwo gbɔ le nutome la me.,The district has experts and bureaucrats who can handle local government projects.,Nutritionists and major organizations that can look into food consumption work in the field of nutrition.,run_1,0.2088623046875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,20.88623046875,,
"Le míaƒe dzɔdzɔmeŋutinunya gɔmesese si le ta kekem ta la, womegatsɔa dɔléle siwo xɔa ame me doa ƒome kple dzixɔse siwo do xoxo o, ke boŋ wozãa atikewɔwɔmɔnu deŋgɔwo tsɔ daa dɔe.","Because of our expanding understanding of science, infectious diseases are no longer associated with outdated belief systems and are instead treated using cutting-edge medical procedures.","The strict confidentiality of ongoing negotiations means that deals involving personal acquisitions and old agreements will not be used, but rather herbal remedies will be used to seal the deal.",run_1,0.2044677734375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,20.44677734375,,
Ghanaitɔ geɖewo ahe to na ame ale gbegbe nenye be coronavirus le abe Ebola ene,Many Ghanaians would be so disciplined if coronavirus was like Ebola.,Most Ghanaian leaders have lied to people saying that coronavirus is like Ebola,run_1,0.71240234375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,71.240234375,,
Nutomeƒlelawo nye dugã ƒe teƒenɔlawo le woƒe nutoa me.,Resident district commissioners are representatives of the president in their district.,The historians are the country's guardians of its heritage.,run_1,0.1920166015625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,19.20166015625,,
"Esi woɖe asi le eŋu le gaxɔ me le ƒe 1966 me la, Dr.Ebenezer Ako-Adjei megakpɔ gome le Ghana dunyahehe me abe alesi wòwɔe tsã ene o.","After his release from prison in 1966, Dr.Ebenezer Ako-Adjei no longer participated in Ghanaian politics as he had done before.","When he was released from detention in 1966, Dr. Ebenezer Ako-Adjei never again saw the same prominence in Ghana's political landscape as he once had.",run_1,0.87353515625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,87.353515625,,
Woƒe fia kɔkɔtɔ enye Asante fia Dwaben fia Nana Yaw Sarpong nye wo vi atɔ̃lia.,Their highest king is Asante king the king of Dwaben Nana Yaw Sarpong is their fifth child.,"Their paramount chief is the Asante chief, the Dwaben chief Nana Yaw Sarpong, and he has three children.",run_1,0.755859375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,75.5859375,,
"Woƒe kɔnyinyiwoe nye be woanɔ fia vɔ̃ɖi si nye Togbe Agorkoli (Agorkoli) te, eye ale be woate ŋu asi le eƒe dziɖuɖu sesẽ la me ale be woawɔ do aɖe le gli si ƒo xlã woƒe dua me la me.","Oral tradition has it that they lived under a wicked king, Togbe Agorkoli ( Agor Akorli), and in order to escape his tyrannical rule they had to create a hole in the mud wall that surrounded their town.","Their desire was to remain under the harsh rule of King Togbe Agorkoli (Agorkoli), and also to be able to find a way out of his very strict rule so that they could make an opening in the wall that surrounded their town.",run_1,0.71240234375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,71.240234375,,
Nɔ ŋudzɔ ɖe ame si nèɖe asi le viwòa ŋu la ŋu!,Be careful with the person you leave your child with!,Put the blame on the person you gave the task to!,run_1,0.1590576171875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,15.90576171875,,
"Te ɖe amesiwo doa dzidzɔ na wò ŋu, eye nàyi teƒe siwo ana nàkpɔ dzidzɔ.","Approach those who make you happy, and go to places that make you feel happy.","Stay away from those who bring you pain, and go to places where you will find joy.",run_1,0.59228515625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,59.228515625,,
Womete ŋu wɔ ɖoɖo ɖe ʋuɖoɖoa ŋu le ga sue si le wo si ta.,They failed to organize the transport because of the limited funds.,No one can change the arrangement of the stars that are in their destiny.,run_1,0.058624267578125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,5.8624267578125,,
Ele be amewo nakpɔ gome le asitsatsa me eye woana woaƒe gbe nanyo ɖedzi.,People should engage in business and improve their standards of living.,Let the people see clearly in the darkness and let their voices be heard upon it.,run_1,0.392578125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,39.2578125,,
"Le afisia hã la, nu etɔ̃liae nye koklolã si woɖa.","Again, the third ingredient is cooked chicken.","And leaving that place, the third thing is the chicken that they brought.",run_1,0.65625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,65.625,,
"Ne èlia ati nyui aɖe si me atikutsetsewo le lae míenaa tutu wò be nàŋe, elabena wonya be ne edo nyuie la, yewoƒe gome anɔ yewo si.","it is when you climb a good tree with fruits that we give you a push so pluck, because they know when it comes out good, they will have their share.","If there is a good tree with fruits on it that we want to pick, we have to climb it, because they know that if it is good, its roots will hold it firm.",run_1,0.68798828125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,68.798828125,,
"Hekpe ɖe gadzraɖoƒewo ŋu la, afi kae nutoa me akpa gãtɔ zãa ga le?","Besides banks, where do most locals borrow money from?","Regarding the markets, where does one get the best exchange rate for money?",run_1,0.373046875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,37.3046875,,
1. Ŋutinyagbɔgblɔ: Esia nye fefe ƒomevi aɖe si ame tsitsiwo kple ɖeviwo siaa ate ŋu awɔ. Fefe sia ƒomevi nyea fiẽsi me esime dzinu bliboa dzena zi geɖe,1. Storytelling: This is a type of game that can be play by both old and young. This type of game is mostly play in the evening when the full moon is visible,1. Riddle: This is a type of game that both old people and children can play. This game is usually played indoors when it is very cold outside,run_1,0.6513671875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,65.13671875,,
Wobia tso asitsalawo si be woalé lãmesẽnyawo ƒe mɔfiamewo me ɖe asi hafi ate ŋu anɔ te ɖe dɔlélea nu.,Market vendors were asked to follow the health guiderines to survive the pandemic.,The authorities have been urged to intervene in the affairs of the financial institutions before they are able to stand against the law.,run_1,0.20458984375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,20.458984375,,
"Hafi amewo nakpɔ nunya le dɔwɔwɔ kple mɔ̃wo me la, kadodomɔnu kple alesi wonɔa agbee nɔ Akantɔwo si.","Before people got wisdom in working with machines, the Akans had ways of communication and how they led their life.","Those who have gained knowledge and experience in work and health matters, the decision-making and how they live remains with the Akan people.",run_1,0.5537109375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,55.37109375,,
"Togbɔ be dɔléle sia mebɔ ɖe ame geɖe me o hã la, afɔku le eme na amesiwo ŋu dɔléle sia le ŋutɔ.","Although this disease is rare in many people, it is very dangerous for those who have this disease.","The ancestor said that even if this disease does not affect many people, there is still a lesson in it for those who have the disease themselves.",run_1,0.4794921875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,47.94921875,,
Dukplɔla ƒe kpeɖeŋutɔ si li fifia nye tiatiawɔha ƒe zimenɔla tsã.,The current vice president previously served as chairman of the electoral commission.,The current leader of the organization is the former secretary of the committee.,run_1,0.45751953125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,45.751953125,,
Wode se nɛ tso afima be wòaɖo dze kple Chelse ƒe ƒuƒoƒoa ƒe dɔdzikpɔlawo le telefon dzi.,They instructed him from there to have a chat with the Chelse team managementon phone.,My source has told me that he spoke with Chelsea's recruitment officials on the phone.,run_1,0.5849609375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,58.49609375,,
"Ele be woabu dziɖuɖumegãwo ƒe dzeɖoɖowo ŋu vevie, elabena zi geɖe la, nyatakaka veviwo, mɔfiamewo alo mɔfiame vevi siwo dzi dziɖuɖua le la gblɔm.","Official communication should be taken seriously, as it often conveys important information, instructions, or policies from authoritative sources.","He/She studies the rules of major religions carefully, because many times, sacred texts, prophets, or important prophets upon whom a religion is based speak clearly about them.",run_1,0.331298828125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,33.1298828125,,
Ɣeyiɣi didi: Dɔmeɖui si nɔa anyi ɣleti ade alo esi wu nenema.,Long-term: Constipation that lasts for six months or more.,Old age: A disease that stays on the body for months or years before it kills.,run_1,0.33349609375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,33.349609375,,
Ele be woadze agbagba akpɔ kuxi tɔxɛ siwo nyɔnuviwo doa goe le sukudede le dukɔa me gbɔ.,Efforts need to be made to address the specific challenges faced by girls in accessing education in the country.,He went to see the old records of births that women registered during schooling in the town.,run_1,0.224365234375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,22.4365234375,,
"Le nyateƒe me la, dɔléle siawo ate ŋu agblẽ nu le míaƒe ŋutilã hã ŋu.",The reality is that these illnesses can actually harm our bodies as well.,"In the family, these responsibilities can also be written on our bodies as well.",run_1,0.380126953125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,38.0126953125,,
Alhaji Abubakari Alhassan ɖe kuku na dziɖuɖua be ne sẽ eƒe sewo me le eƒe mɔzɔzɔ kple galamsey me ale be woateŋu alé kokoo kple eƒe nyawo me ɖe asi.,Alhaji Abubakari Alhassan has made a plea to the government that he should tightened his rules in his journey against galamsey so that they can maintained the cocoa and its issues.,"Alhaji Abubakari Alhassan has made a will that when he dies, his secrets in his movements and galamsey activities should be carefully handled so that they can take hold of the truth and his words.",run_1,0.401611328125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,40.1611328125,,
"Wogale wo dometɔ aɖewo zãm, gake womegale wo dometɔ akpa gãtɔ zãm o.","Some are still in use, but the majority are no longer in use.","They can use some of the inner parts, but they cannot use the largest inner part.",run_1,0.169189453125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,16.9189453125,,
